ID;Tweet;Dimension;Intensity;Description
2018-Es-05925;Tb a cuando mi hermano le atropello a mi hermana el pie JAJJAJA;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-01051;"@Abelaits  Tengo los huevos como los independentistas radikales: ""Llenos de amor"". #Ironía^2";valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-03842;¡EN CHILE!  pena de muerte. a quiénes matan. ¿Porqué?  ¡MATAR! A UN ¡INOCENTE!;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-01422;@Dabeeche Ya veía donde le pegaba los besos a Gohan ;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-01043;@Sofiaaaeiou_ ¿Cuál es la pelea? Jajajajajaja la chismosa.;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-02947;Pido mil aplausos.;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-06432;Soñé cosas super raras ;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-00448;"Días singulares, donde Papá ve ""Los Pitufos"", Mamá hace un flan a las 1am, mi hermano ve maratón de OITNB y yo hago hotcakes a las 3 am ";valence;0;se infiere un estado emocional neutral or mixto
2018-Es-01239;Que sea lo que dios quiera, que sea 😃;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-02172;@elpaisuy Lamentable lo del pozo, ingenioso el festejo #ironia;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-01768;@williangordox Que pena...;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-01677;Más de una hora sentada en oscuro, escuchando cantar a su tortuga mientras ella se duerme;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-06168;Uy la paraste de pelo ;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-02716;@kinky_cuu Hoy fue mi día de suerte... 💖💖😍😍 🍑🍑 que buen perfil bb;valence;3;se infiere un estado emocional muy positivo
2018-Es-00444;Ya se enojo el anon :( jajaja;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-06162;Sin ofender pero, representas todo lo que desprecio en el mundo.;valence;-3;se infiere un estado emocional muy negativo
2018-Es-04191;y pensar que David ayudó a escribir el 2x25 es más emocionante, bc ha tenido continuación;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-04207;"Empezando bien Octubre ;) #ironía";valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-00591;Jajajaja están flashando colores ;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-02058;@Michael_M_Soto Entre esto y los comentarios lamentables de @CarlosAlvQ el PAC se perfila grande para estas elecciones #sarcasmo;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-00105;—alzó ambas cejas ante su mención, mas las volvió a fruncir poco después. Sus mejillas se había ruborizado un poco más, y ahora sí que ›;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-00375;@DebRyanShow #Rayito creo que eres la persona más famosa que hay en este mes , eres genial por eso tienes tantos seguidores xD;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-02369;4 Temporadas 4 temporadas para que se dieran el primer beso y yo emocionado como niño con una paleta del chavo. Algo va mal en mi vida.;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-02814;Estoy muy contenta contigo y tu carita 😻.;valence;3;se infiere un estado emocional muy positivo
2018-Es-03186;Un domingo muy diferente a los que estoy acostumbrado a pasar fue el de hoy 😊;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-06069;@JAlejandroBM JAJAAJAJ totalmente tu ;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-05253;@prensaFANB @vladimirpadrino estos terrorista estan a esta hora en pleno apogeo caudare palavecino Estado Lara mano dura camarada.;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-03584;Oliver habla español muy chistoso.;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-06280;No superó más la cara de la enana cuando perdió el celular y después fue a buscarlo y lo encontró;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-01171;Un euro? Se perdió el respeto.;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-03953;@kimchimandus Yo siempre estoy perdida! Me salvaste!! Alarma puesta 👍👍👍;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-00681;Como que ya no me está gustando estar de aquí para allá. 😢;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-01814;Como cuando le dices a tu mamá que la amas pero te deje en visto 😟;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-04034;Porque la luz de mi cuarto siempreee titila, como en las películas de terror cuando se viene algo malo;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-06910;Hoy he llorado por ti  He llorado la rabia  La impotencia  He llorado tu risa.  #tusojosclarosonrientes #triste;valence;-3;se infiere un estado emocional muy negativo
2018-Es-03491;@Hangulptbr @AnnaLovesJinnie Qu susto fia;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-06764;No me puedo dormir ;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-01180;Jajajajajajajaja ta loco la minita ;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-05699;@VickyFH_2891 Te acordas de esto? Es cuando recién empezaba todo el año pasado 😰 que horror;valence;-3;se infiere un estado emocional muy negativo
2018-Es-01058;Me ahogo, necesito romper en llanto y no lo hago, porque no quiero, porque estoy cansada de las lágrimas, y más aún del dolor de cabeza;valence;-3;se infiere un estado emocional muy negativo
2018-Es-03157;@IraidaTravis Hace poco fui a un concierto y apareció Joe de sorpresa cantando ese tema y de ahí que la tengo pegada jaja 💕;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-05616;@m_gerardo12 No, yo quiero que el equipo mejore en la cancha. Ahora, si se pierde y el equipo juega mal, habría que hacer una evaluación.;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-04363;No tengo números,tengo sensaciones(Brancatelli).Si fuera meteorólogo diría q va a llover xq le duelen los callos.Q serio #JuevesIntratable;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-04753;@wichouya Que diosito te escuche jaja ;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-02551;Uy, sí. Como me encanta ésta situación y como hay mil trucos #ironía. No hay arreglo, se reconstruye solo.;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-04204;@_rodriggl98 Giles nomas jajajaj que onda vos, aburrido alla(?;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-02397;No sé cómo le haces para que no pueda durar enojada contigo más de 2 días;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-05497;@alexisperezf25 alegría inmensa y nostalgia porque no estas acá. te recordamos mucho;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-05183;Estoy tan aburrida que me puse a acomodar los sobrecitos de azúcar y crema aaaaaa;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-04266;#GÉMINIS: ¿que por qué eres el mejor signo? porque sin ti, todo es más aburrido de lo normal, das esa chispa de locura a cualquier fiesta;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-06568;Lo más incómodo andar resfriado y con los labios hechos perrrcha;valence;-3;se infiere un estado emocional muy negativo
2018-Es-05912;Increible como la gente se ha desbordado en ayudar para la recolecta que cite en el tweet pasado Wooooh asustada! #Sarcasmo;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-05795;@miliylauri Mucha suerte.;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-02219;Hoy es otro de esas días dónde no puedo dormir y mañana tengo que madrugar, que dicha.;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-03202;@GolDNakama Probablemente los personajes de ese anime son de la raza de Cuellos de Serpiente. Al parecer se escaparon a otra serie ;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-04577;Tiziana preguntándome si tengo novio y no me creía encima 😆;valence;2;se infiere un estado emocional moderadamente positivo
2018-Es-01495;Hoy me atendió un mozo q me gustó. Llegué a mi casa y no se cómo mierda hice pero ya averigüe nombre apellido y gusto musical entre otros.;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-00379;Es legítimo responder a una provocación con agresión física como señal de imponer respeto.;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-03028;Me parece increíble los consejos que me da mi bestie. ;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-04837;@Parejasanluis2 Igualmente 😊 ya quedo llenita ella durmiendo. Jajajaja. Un fuerte abrazo y saludos a la morocha 😈.;valence;3;se infiere un estado emocional muy positivo
2018-Es-06694;Zuckerberg como no me venís a tocar el himno de la alegría con la quena, guampudo.;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-05254;@DeniseDresserG horror! Pueden provocar otras desgracias!;valence;-3;se infiere un estado emocional muy negativo
2018-Es-06339;Cada vez que digo pongo el pc y me pongo a estudiar, truena. #tormenta ;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-02823;Me mola la gente que responde #Ironia;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-02671;#temblor acaba de temblar durísimo en la zona de la Florida Caracas ;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-01255;@MatiasM0106 Estoy ofendida porque me clavaste el visto sabes? Asique anda con ellos;valence;-3;se infiere un estado emocional muy negativo
2018-Es-04510;@Laesebeefe Detesto comer fuera de hora.  😠;valence;-3;se infiere un estado emocional muy negativo
2018-Es-04260;@ARIANACARET4 LOL lo siento pero eso es gracioso;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-00100;He visto dos reacciones de hombres al comprar un anillo de compromiso: El emocionado y el indeciso  Trata de ser el primero;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-02834;No me canso de ver mi abuelo es un peligro;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-01057;Escoger modos de no actuar fue siempre la atención y el escrúpulo de mi vida;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-03472;Mientras puedas mirar al cielo sin temor, sabrás que eres puro por dentro, y que, pase lo que pase, volverás a ser feliz.;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-00389;¿Juega desde ya?;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-00499;Una canción triste en un disco alegre. 💿🎶  Un grito ahogado. 😵  Un elefante en un pesebre. 🐘  #CosasSad ☹️;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-01730;brayand y yo no nos podemos  juntar porque la descargamos  con todo el mundo ;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-02061;@NattyMore @Mum1112 Dije las (coshas) plural,mal pensadas no me gustan las ostras 😡;valence;-3;se infiere un estado emocional muy negativo
2018-Es-05899;@Daniel_ChefMX Eso depende mucho jajajaja ;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-05347;@jet1403 Clavillazo y su banda de ratas no tienen madre, y Lopez Obrador es un peligro para México? Por favor;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-01704;@Lucas_Castel me vas a hacer llorar lucas;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-05857;No puedo dormir, emocionado como cabro chico porque mañana voy a Santiago 😂 Ay señor porque soy tan huaso 🙄;valence;3;se infiere un estado emocional muy positivo
2018-Es-03513;@diegsquiros La línea del irrespeto en este país sólo puede ser cruzada por los libres de pecado #sarcasmo;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-06221;pegarle a una nena es de cobarde mi primo de 7 años♥️;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-03498;@AlfredoLecona @Danetth Y el Jetta quedó fuera de peligro?;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-05505;@Nallelf Que triste, pero los cambios son muy buenos. Hoy tengo en mi vida personas que me hacen más feliz y no me arrepiento de nada. 🏻‍♀️;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-02529;@MakysVila En todos lados ;valence;1;se infiere un estado emocional ligeramente positivo
2018-Es-02811;#AnimalesSueltos a Asis le parece un espanto lo de Lula por un dpto de mierda. PERONISMO EXPLICITO ✌️✌️✌️✌️;valence;-2;se infiere un estado emocional moderadamente negativo
2018-Es-04806;Fíjese este momento @alinroberto , nos está leyendo @cocosaez y se hace él desentendido y guarda silencio. Le tiene pánico a la dama.;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-03494;Yo no se que le ha pasado... que la encuentro pensativa...;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-06548;La desesperación escucha indiferencia en silencios que no son más que desamor  #MiercolesDeGanarSeguidores;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-06196;Parece que las peticiones de los pilotos de @Avianca siguen por las nubes... #ironía;valence;-1;se infiere un estado emocional ligeramente negativo
2018-Es-01211;me iba a quejar de cansancio y mis 'tragedias' pero las comparé con las reales y se me pasa.;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-02734;#Leo Hoy un posible cambio de suerte lo llevara a cumplir una meta q pensaba perdida, tómelo como una lección de perseverancia...;valence;0;se infiere un estado emocional neutral or mixto
2018-Es-06514;Yo solo quiero que sea invierno para que se empareje el color de mis brazos con el resto de mi cuerpo ;valence;1;se infiere un estado emocional ligeramente positivo
